value,value1,name,piece
Odhadovaná cena:,2 000 – 2 500 €,HAVRILLA VLADIMÍR (1943),Bratislavská metafyzika
Konečná cena:,2 000 €,HAVRILLA VLADIMÍR (1943),Bratislavská metafyzika
Poradové číslo:,85,SADOVSKÁ DOROTA (1973),Gerlach
Odhadovaná cena:,1 800 - 2 300 €,SADOVSKÁ DOROTA (1973),Gerlach
Konečná cena:,2 400 €,SADOVSKÁ DOROTA (1973),Gerlach
Poradové číslo:,86,SIRKA BORIS (1981),Fashion Rules (Diptych)
Nevydražené,,SIRKA BORIS (1981),Fashion Rules (Diptych)
Cena v predaji:,4 500 €,SIRKA BORIS (1981),Fashion Rules (Diptych)
Poradové číslo:,87,KVETÁN MAREK (1976),Trophy
Odhadovaná cena:,4 000 - 4 500 €,KVETÁN MAREK (1976),Trophy
Konečná cena:,3 800 €,KVETÁN MAREK (1976),Trophy
Poradové číslo:,88,KEKELI JÁN (1984),"Mlyn (diptych), z cyklu Obrazy krajiny"
Nevydražené,,KEKELI JÁN (1984),"Mlyn (diptych), z cyklu Obrazy krajiny"
Cena v predaji:,4 000 €,KEKELI JÁN (1984),"Mlyn (diptych), z cyklu Obrazy krajiny"
Poradové číslo:,89,FABIAN MATEJ (1979),Untitled (After Franz Sedlacek)
Nevydražené,,FABIAN MATEJ (1979),Untitled (After Franz Sedlacek)
Cena v predaji:,3 500 €,FABIAN MATEJ (1979),Untitled (After Franz Sedlacek)
Poradové číslo:,90,CSUDAI IVAN (1959),Hlava
Odhadovaná cena:,7 000 – 9 000 €,CSUDAI IVAN (1959),Hlava
Konečná cena:,7 000 €,CSUDAI IVAN (1959),Hlava
Poradové číslo:,91,TKÁČOVÁ LUCIA (1977) MONA CHISA ANETTA (1975),Zmierenie áno a nie
Nevydražené,,TKÁČOVÁ LUCIA (1977) MONA CHISA ANETTA (1975),Zmierenie áno a nie
Cena v predaji:,4 500 €,TKÁČOVÁ LUCIA (1977) MONA CHISA ANETTA (1975),Zmierenie áno a nie
Poradové číslo:,1,"CSEH (Čech, Csech) LAJOS (Ľudovít) (1888 - 1946)",Dievča v kroji
Vyvolávacia cena:,550 €,"CSEH (Čech, Csech) LAJOS (Ľudovít) (1888 - 1946)",Dievča v kroji
Konečná cena:,550 €,"CSEH (Čech, Csech) LAJOS (Ľudovít) (1888 - 1946)",Dievča v kroji
Poradové číslo:,2,KAJLICH AUREL (1901 - 1973),Slovenská madona (štúdia)
Nevydražené,,KAJLICH AUREL (1901 - 1973),Slovenská madona (štúdia)
Cena v predaji:,800 €,KAJLICH AUREL (1901 - 1973),Slovenská madona (štúdia)
Poradové číslo:,3,POLÓNYI KAROL (1894 - 1946),Tatry
Vyvolávacia cena:,300 €,POLÓNYI KAROL (1894 - 1946),Tatry
Konečná cena:,300 €,POLÓNYI KAROL (1894 - 1946),Tatry
Poradové číslo:,4,POLÓNYI KAROL (1894 - 1946),Odmäk
Vyvolávacia cena:,100 €,POLÓNYI KAROL (1894 - 1946),Odmäk
Konečná cena:,100 €,POLÓNYI KAROL (1894 - 1946),Odmäk
Poradové číslo:,5,POLÓNYI KAROL (1894 - 1946),Drevená zvonička
Vyvolávacia cena:,100 €,POLÓNYI KAROL (1894 - 1946),Drevená zvonička
Konečná cena:,100 €,POLÓNYI KAROL (1894 - 1946),Drevená zvonička
Poradové číslo:,6,KUDLÁČ FRANTIŠEK (1909 - 1990),Tatranské pleso
Vyvolávacia cena:,300 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Tatranské pleso
Konečná cena:,300 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Tatranské pleso
Poradové číslo:,7,SOCHOR JÁN (1925 - 1980),Kriváň
Vyvolávacia cena:,100 €,SOCHOR JÁN (1925 - 1980),Kriváň
Konečná cena:,130 €,SOCHOR JÁN (1925 - 1980),Kriváň
Poradové číslo:,8,PONGRÁCZ KAROL (1872 - 1930),Dedina z južného Slovenska
Vyvolávacia cena:,350 €,PONGRÁCZ KAROL (1872 - 1930),Dedina z južného Slovenska
Konečná cena:,350 €,PONGRÁCZ KAROL (1872 - 1930),Dedina z južného Slovenska
Poradové číslo:,9,SALAY GEJZA (1902 - 1963),Veterná krajina
Nevydražené,,SALAY GEJZA (1902 - 1963),Veterná krajina
Cena v predaji:,800 €,SALAY GEJZA (1902 - 1963),Veterná krajina
Poradové číslo:,10,MAJKUT JOZEF (1909 - 1963),Vnútro lesa
Vyvolávacia cena:,150 €,MAJKUT JOZEF (1909 - 1963),Vnútro lesa
Konečná cena:,150 €,MAJKUT JOZEF (1909 - 1963),Vnútro lesa
Poradové číslo:,11,MAJKUT JOZEF (1909 - 1963),Ulička v meste
Vyvolávacia cena:,300 €,MAJKUT JOZEF (1909 - 1963),Ulička v meste
Konečná cena:,300 €,MAJKUT JOZEF (1909 - 1963),Ulička v meste
Poradové číslo:,12,MŽIK JOZEF (1914 - ?),Predjarie II.
Vyvolávacia cena:,200 €,MŽIK JOZEF (1914 - ?),Predjarie II.
Konečná cena:,200 €,MŽIK JOZEF (1914 - ?),Predjarie II.
Poradové číslo:,13,MŽIK JOZEF (1914 - ?),Pole
Vyvolávacia cena:,200 €,MŽIK JOZEF (1914 - ?),Pole
Konečná cena:,200 €,MŽIK JOZEF (1914 - ?),Pole
Poradové číslo:,14,VOTRUBA JAROSLAV (1889 - 1971),Plachetnica na jazere
Vyvolávacia cena:,150 €,VOTRUBA JAROSLAV (1889 - 1971),Plachetnica na jazere
Konečná cena:,180 €,VOTRUBA JAROSLAV (1889 - 1971),Plachetnica na jazere
Poradové číslo:,15,MEDVECKÁ MÁRIA (1914 - 1987),Jeseň na poli
Vyvolávacia cena:,1 000 €,MEDVECKÁ MÁRIA (1914 - 1987),Jeseň na poli
Konečná cena:,1 850 €,MEDVECKÁ MÁRIA (1914 - 1987),Jeseň na poli
Poradové číslo:,16,MEDVECKÁ MÁRIA (1914 - 1987),Koniec leta
Nevydražené,,MEDVECKÁ MÁRIA (1914 - 1987),Koniec leta
Cena v predaji:,2 200 €,MEDVECKÁ MÁRIA (1914 - 1987),Koniec leta
Poradové číslo:,17,MEDVECKÁ MÁRIA (1914 - 1987),Jeseň na Orave
Vyvolávacia cena:,850 €,MEDVECKÁ MÁRIA (1914 - 1987),Jeseň na Orave
Konečná cena:,850 €,MEDVECKÁ MÁRIA (1914 - 1987),Jeseň na Orave
Poradové číslo:,18,MEDVECKÁ MÁRIA (1914 - 1987),Zelené brehy
Nevydražené,,MEDVECKÁ MÁRIA (1914 - 1987),Zelené brehy
Cena v predaji:,950 €,MEDVECKÁ MÁRIA (1914 - 1987),Zelené brehy
Poradové číslo:,19,MEDVECKÁ MÁRIA (1914 - 1987),Fialové pole
Vyvolávacia cena:,850 €,MEDVECKÁ MÁRIA (1914 - 1987),Fialové pole
Konečná cena:,850 €,MEDVECKÁ MÁRIA (1914 - 1987),Fialové pole
Poradové číslo:,20,VESTENICKÝ VLADIMÍR (1919 - 1979),Snopy - pohľad na Bratislavský hrad
Vyvolávacia cena:,400 €,VESTENICKÝ VLADIMÍR (1919 - 1979),Snopy - pohľad na Bratislavský hrad
Konečná cena:,650 €,VESTENICKÝ VLADIMÍR (1919 - 1979),Snopy - pohľad na Bratislavský hrad
Poradové číslo:,21,ČEMICKÝ LADISLAV (1909 - 2000),Na okraji lesa
Nevydražené,,ČEMICKÝ LADISLAV (1909 - 2000),Na okraji lesa
Cena v predaji:,300 €,ČEMICKÝ LADISLAV (1909 - 2000),Na okraji lesa
Poradové číslo:,22,ČEMICKÝ LADISLAV (1909 - 2000),Ranné slnko
Nevydražené,,ČEMICKÝ LADISLAV (1909 - 2000),Ranné slnko
Cena v predaji:,300 €,ČEMICKÝ LADISLAV (1909 - 2000),Ranné slnko
Poradové číslo:,23,ČEMICKÝ LADISLAV (1909 - 2000),Leto na Liptove
Nevydražené,,ČEMICKÝ LADISLAV (1909 - 2000),Leto na Liptove
Cena v predaji:,300 €,ČEMICKÝ LADISLAV (1909 - 2000),Leto na Liptove
Poradové číslo:,24,ČEMICKÝ LADISLAV (1909 - 2000),Stromy
Vyvolávacia cena:,300 €,ČEMICKÝ LADISLAV (1909 - 2000),Stromy
Konečná cena:,240 €,ČEMICKÝ LADISLAV (1909 - 2000),Stromy
Poradové číslo:,25,ŠTURDÍK JOZEF (1920 - 1992),Nokturno
Vyvolávacia cena:,400 €,ŠTURDÍK JOZEF (1920 - 1992),Nokturno
Konečná cena:,400 €,ŠTURDÍK JOZEF (1920 - 1992),Nokturno
Poradové číslo:,26,ŠTURDÍK JOZEF (1920 - 1992),Krajina
Vyvolávacia cena:,280 €,ŠTURDÍK JOZEF (1920 - 1992),Krajina
Konečná cena:,280 €,ŠTURDÍK JOZEF (1920 - 1992),Krajina
Poradové číslo:,27,ŠTURDÍK JOZEF (1920 - 1992),Pri rieke
Nevydražené,,ŠTURDÍK JOZEF (1920 - 1992),Pri rieke
Cena v predaji:,280 €,ŠTURDÍK JOZEF (1920 - 1992),Pri rieke
Poradové číslo:,28,NEMČÍK JÚLIUS (1909 - 1986),Stromy
Nevydražené,,NEMČÍK JÚLIUS (1909 - 1986),Stromy
Cena v predaji:,200 €,NEMČÍK JÚLIUS (1909 - 1986),Stromy
Poradové číslo:,29,ŠÁNDORA JÁN (1912 - 1997),Pohľad na Trenčiansky hrad
Vyvolávacia cena:,1 000 €,ŠÁNDORA JÁN (1912 - 1997),Pohľad na Trenčiansky hrad
Konečná cena:,1 000 €,ŠÁNDORA JÁN (1912 - 1997),Pohľad na Trenčiansky hrad
Poradové číslo:,30,ŠÁNDORA JÁN (1912 - 1997),Ermitáž v Leningrade
Nevydražené,,ŠÁNDORA JÁN (1912 - 1997),Ermitáž v Leningrade
Cena v predaji:,750 €,ŠÁNDORA JÁN (1912 - 1997),Ermitáž v Leningrade
Poradové číslo:,31,HORECKÝ ZDENO (1930),Jeseň v Nízkych Tatrách
Vyvolávacia cena:,400 €,HORECKÝ ZDENO (1930),Jeseň v Nízkych Tatrách
Konečná cena:,500 €,HORECKÝ ZDENO (1930),Jeseň v Nízkych Tatrách
Poradové číslo:,32,SPANNEROVÁ EDITA (1919 - 1990),Vo vetre
Vyvolávacia cena:,400 €,SPANNEROVÁ EDITA (1919 - 1990),Vo vetre
Konečná cena:,320 €,SPANNEROVÁ EDITA (1919 - 1990),Vo vetre
Poradové číslo:,33,ŠPITZ ERNEST (1927 - 1960),Zátišie s jablkami a pohárom
Nevydražené,,ŠPITZ ERNEST (1927 - 1960),Zátišie s jablkami a pohárom
Cena v predaji:,650 €,ŠPITZ ERNEST (1927 - 1960),Zátišie s jablkami a pohárom
Poradové číslo:,34,STUDENÝ FRANTIŠEK (1911 - 1980),Čierne hranaté kvety
Nevydražené,,STUDENÝ FRANTIŠEK (1911 - 1980),Čierne hranaté kvety
Cena v predaji:,500 €,STUDENÝ FRANTIŠEK (1911 - 1980),Čierne hranaté kvety
Poradové číslo:,35,BARTOŠÍKOVÁ  OĽGA (1922),Zátišie so štyrmi pomarančami
Vyvolávacia cena:,500 €,BARTOŠÍKOVÁ  OĽGA (1922),Zátišie so štyrmi pomarančami
Konečná cena:,400 €,BARTOŠÍKOVÁ  OĽGA (1922),Zátišie so štyrmi pomarančami
Poradové číslo:,36,TILLNER MICHAL (1895 - 1975),Kytica
Vyvolávacia cena:,250 €,TILLNER MICHAL (1895 - 1975),Kytica
Konečná cena:,250 €,TILLNER MICHAL (1895 - 1975),Kytica
Poradové číslo:,37,POTOČEK PAVOL (1925 - 2012),Kytica
Vyvolávacia cena:,500 €,POTOČEK PAVOL (1925 - 2012),Kytica
Konečná cena:,500 €,POTOČEK PAVOL (1925 - 2012),Kytica
Poradové číslo:,38,ILEČKO JOZEF (1909 - 1986),Zelená kytica
Vyvolávacia cena:,600 €,ILEČKO JOZEF (1909 - 1986),Zelená kytica
Konečná cena:,600 €,ILEČKO JOZEF (1909 - 1986),Zelená kytica
Poradové číslo:,39,ILEČKO JOZEF (1909 - 1986),Kvety
Nevydražené,,ILEČKO JOZEF (1909 - 1986),Kvety
Cena v predaji:,350 €,ILEČKO JOZEF (1909 - 1986),Kvety
Poradové číslo:,40,KALMAN PETER (1945),Zátišie
Vyvolávacia cena:,400 €,KALMAN PETER (1945),Zátišie
Konečná cena:,400 €,KALMAN PETER (1945),Zátišie
Poradové číslo:,41,DÚDOR ŠTEFAN (1949),Portrét maliara Štefana Rosskoványiho
Nevydražené,,DÚDOR ŠTEFAN (1949),Portrét maliara Štefana Rosskoványiho
Cena v predaji:,500 €,DÚDOR ŠTEFAN (1949),Portrét maliara Štefana Rosskoványiho
Poradové číslo:,42,SCHURMANN MAX (1890 - 1960),Výjav z parku
Vyvolávacia cena:,200 €,SCHURMANN MAX (1890 - 1960),Výjav z parku
Konečná cena:,450 €,SCHURMANN MAX (1890 - 1960),Výjav z parku
Poradové číslo:,43,BRUCK LAJOS (1846 - 1910),Podvečerná krajina s pietou
Nevydražené,,BRUCK LAJOS (1846 - 1910),Podvečerná krajina s pietou
Cena v predaji:,1 000 €,BRUCK LAJOS (1846 - 1910),Podvečerná krajina s pietou
Poradové číslo:,44,BURCHARD-BÉLAVÁRY ISTVÁN (ŠTEFAN) (1864 - 1933),Trh pred katedrálou
Nevydražené,,BURCHARD-BÉLAVÁRY ISTVÁN (ŠTEFAN) (1864 - 1933),Trh pred katedrálou
Cena v predaji:,350 €,BURCHARD-BÉLAVÁRY ISTVÁN (ŠTEFAN) (1864 - 1933),Trh pred katedrálou
Poradové číslo:,45,AUGUSTA JAROSLAV (1878 - 1970),Jesenné hmly v Tatrách
Nevydražené,,AUGUSTA JAROSLAV (1878 - 1970),Jesenné hmly v Tatrách
Cena v predaji:,1 000 €,AUGUSTA JAROSLAV (1878 - 1970),Jesenné hmly v Tatrách
Poradové číslo:,46,AUGUSTA JAROSLAV (1878 - 1970),Tôňa
Vyvolávacia cena:,200 €,AUGUSTA JAROSLAV (1878 - 1970),Tôňa
Konečná cena:,200 €,AUGUSTA JAROSLAV (1878 - 1970),Tôňa
Poradové číslo:,47,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Zlatistý les
Vyvolávacia cena:,1 700 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Zlatistý les
Konečná cena:,2 500 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Zlatistý les
Poradové číslo:,48,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Pri rieke Poprad
Vyvolávacia cena:,750 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Pri rieke Poprad
Konečná cena:,750 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Pri rieke Poprad
Poradové číslo:,49,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Pri rieke Poprad
Nevydražené,,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Pri rieke Poprad
Cena v predaji:,250 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Pri rieke Poprad
Poradové číslo:,50,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Stromy pri vode
Vyvolávacia cena:,150 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Stromy pri vode
Konečná cena:,200 €,SZEPESI-KUSZKA JENŐ (EUGEN) (1885 - 1936),Stromy pri vode
Poradové číslo:,51,MEDNYÁNSZKY LADISLAV (1852 - 1919),Na okraji brezového hája
Vyvolávacia cena:,4 500 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Na okraji brezového hája
Konečná cena:,4 500 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Na okraji brezového hája
Poradové číslo:,52,MEDNYÁNSZKY LADISLAV (1852 - 1919),Hrad Strečno
Vyvolávacia cena:,6 500 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Hrad Strečno
Konečná cena:,5 200 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Hrad Strečno
Poradové číslo:,54,MEDNYÁNSZKY LADISLAV (1852 - 1919),Portrét mladého muža
Nevydražené,,MEDNYÁNSZKY LADISLAV (1852 - 1919),Portrét mladého muža
Cena v predaji:,7 000 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Portrét mladého muža
Poradové číslo:,55,MEDNYÁNSZKY LADISLAV (1852 - 1919),Hlava muža s baranicou
Nevydražené,,MEDNYÁNSZKY LADISLAV (1852 - 1919),Hlava muža s baranicou
Cena v predaji:,550 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Hlava muža s baranicou
Poradové číslo:,56,MEDNYÁNSZKY LADISLAV (1852 - 1919),Dvaja
Nevydražené,,MEDNYÁNSZKY LADISLAV (1852 - 1919),Dvaja
Cena v predaji:,300 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Dvaja
Poradové číslo:,57,MEDNYÁNSZKY LADISLAV (1852 - 1919),Samota
Vyvolávacia cena:,200 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Samota
Konečná cena:,200 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Samota
Poradové číslo:,58,KATONA NÁNDOR (1864 - 1932),Letná krajina
Nevydražené,,KATONA NÁNDOR (1864 - 1932),Letná krajina
Cena v predaji:,700 €,KATONA NÁNDOR (1864 - 1932),Letná krajina
Poradové číslo:,59,KATONA NÁNDOR (1864 - 1932),Zimná krajina
Nevydražené,,KATONA NÁNDOR (1864 - 1932),Zimná krajina
Cena v predaji:,400 €,KATONA NÁNDOR (1864 - 1932),Zimná krajina
Poradové číslo:,60,KATONA NÁNDOR (1864 - 1932),Portrét Miri Czóbel - sestry Ladislava Mednyánszkeho
Vyvolávacia cena:,950 €,KATONA NÁNDOR (1864 - 1932),Portrét Miri Czóbel - sestry Ladislava Mednyánszkeho
Konečná cena:,1 600 €,KATONA NÁNDOR (1864 - 1932),Portrét Miri Czóbel - sestry Ladislava Mednyánszkeho
Poradové číslo:,61,RUDNAY GYULA (JÚLIUS) (1878 - 1957),Slávnosť v lese
Nevydražené,,RUDNAY GYULA (JÚLIUS) (1878 - 1957),Slávnosť v lese
Cena v predaji:,1 300 €,RUDNAY GYULA (JÚLIUS) (1878 - 1957),Slávnosť v lese
Poradové číslo:,62,KUKÁN GÉZA (1890 - 1936),Dva akty
Vyvolávacia cena:,500 €,KUKÁN GÉZA (1890 - 1936),Dva akty
Konečná cena:,500 €,KUKÁN GÉZA (1890 - 1936),Dva akty
Poradové číslo:,63,JOZEF TEODOR MOUSSON (1887 - 1946),Z kostola
Vyvolávacia cena:,7 000 €,JOZEF TEODOR MOUSSON (1887 - 1946),Z kostola
Konečná cena:,7 000 €,JOZEF TEODOR MOUSSON (1887 - 1946),Z kostola
Poradové číslo:,64,JOZEF TEODOR MOUSSON (1887 - 1946),Trh pod morovým stĺpom
Vyvolávacia cena:,1 200 €,JOZEF TEODOR MOUSSON (1887 - 1946),Trh pod morovým stĺpom
Konečná cena:,1 800 €,JOZEF TEODOR MOUSSON (1887 - 1946),Trh pod morovým stĺpom
Poradové číslo:,65,MOUSSON JOZEF TEODOR (1887 - 1946),Odpočívajúce kone
Vyvolávacia cena:,480 €,MOUSSON JOZEF TEODOR (1887 - 1946),Odpočívajúce kone
Konečná cena:,390 €,MOUSSON JOZEF TEODOR (1887 - 1946),Odpočívajúce kone
Poradové číslo:,66,KOLLÁR JOZEF (1899 - 1982),Na banskoštiavnickom trhu
Vyvolávacia cena:,800 €,KOLLÁR JOZEF (1899 - 1982),Na banskoštiavnickom trhu
Konečná cena:,800 €,KOLLÁR JOZEF (1899 - 1982),Na banskoštiavnickom trhu
Poradové číslo:,67,KOLLÁR JOZEF (1899 - 1982),Jeseň pri Piešťanoch
Nevydražené,,KOLLÁR JOZEF (1899 - 1982),Jeseň pri Piešťanoch
Cena v predaji:,1 000 €,KOLLÁR JOZEF (1899 - 1982),Jeseň pri Piešťanoch
Poradové číslo:,68,KOLLÁR JOZEF (1899 - 1982),Tatry
Nevydražené,,KOLLÁR JOZEF (1899 - 1982),Tatry
Cena v predaji:,1 100 €,KOLLÁR JOZEF (1899 - 1982),Tatry
Poradové číslo:,69,HÁLA JAN (1890 - 1959),Starý drevorubač
Vyvolávacia cena:,3 500 €,HÁLA JAN (1890 - 1959),Starý drevorubač
Konečná cena:,3 700 €,HÁLA JAN (1890 - 1959),Starý drevorubač
Poradové číslo:,70,IMRO WEINER-KRÁĽ (1901 - 1978),Nová jar
Vyvolávacia cena:,4 500 €,IMRO WEINER-KRÁĽ (1901 - 1978),Nová jar
Konečná cena:,5 500 €,IMRO WEINER-KRÁĽ (1901 - 1978),Nová jar
Poradové číslo:,71,REICHENTÁL FRANTIŠEK (1895 - 1971),Hlava muža
Vyvolávacia cena:,600 €,REICHENTÁL FRANTIŠEK (1895 - 1971),Hlava muža
Konečná cena:,500 €,REICHENTÁL FRANTIŠEK (1895 - 1971),Hlava muža
Poradové číslo:,72,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Brezový háj
Vyvolávacia cena:,1 800 €,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Brezový háj
Konečná cena:,1 800 €,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Brezový háj
Poradové číslo:,73,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Stádo
Vyvolávacia cena:,1 800 €,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Stádo
Konečná cena:,1 800 €,PROHÁSZKA-TALLÓS ŠTEFAN (1896 - 1976),Stádo
Poradové číslo:,74,FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Traja
Nevydražené,,FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Traja
Cena v predaji:,800 €,FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Traja
Poradové číslo:,75,FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Portrét muža
Nevydražené,,FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Portrét muža
Cena v predaji:,200 €,FLACHÉ JÚLIUS (GYULA) (1892 - 1967),Portrét muža
Poradové číslo:,76,KOLLÁR JOZEF (1899 - 1982),Portrét ženy v zelenom kostýme
Nevydražené,,KOLLÁR JOZEF (1899 - 1982),Portrét ženy v zelenom kostýme
Cena v predaji:,800 €,KOLLÁR JOZEF (1899 - 1982),Portrét ženy v zelenom kostýme
Poradové číslo:,77,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Apríl
Vyvolávacia cena:,2 000 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Apríl
Konečná cena:,1 600 €,BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Apríl
Poradové číslo:,78,ZOLO PALUGYAY (1898 - 1935),Na horskej stráni
Vyvolávacia cena:,1 400 €,ZOLO PALUGYAY (1898 - 1935),Na horskej stráni
Konečná cena:,1 100 €,ZOLO PALUGYAY (1898 - 1935),Na horskej stráni
Poradové číslo:,79,PALUGYAY ZOLO (1898 - 1935),Dvor s holubníkom
Vyvolávacia cena:,400 €,PALUGYAY ZOLO (1898 - 1935),Dvor s holubníkom
Konečná cena:,400 €,PALUGYAY ZOLO (1898 - 1935),Dvor s holubníkom
Poradové číslo:,80,PALUGYAY ZOLO (1898 - 1935),Kosec
Nevydražené,,PALUGYAY ZOLO (1898 - 1935),Kosec
Cena v predaji:,1 200 €,PALUGYAY ZOLO (1898 - 1935),Kosec
Poradové číslo:,81,PALUGYAY ZOLO (1898 - 1935),Stromy
Nevydražené,,PALUGYAY ZOLO (1898 - 1935),Stromy
Cena v predaji:,450 €,PALUGYAY ZOLO (1898 - 1935),Stromy
Poradové číslo:,82,WEINER-KRÁĽ IMRO (1901 - 1978),Mestská ulica
Nevydražené,,WEINER-KRÁĽ IMRO (1901 - 1978),Mestská ulica
Cena v predaji:,200 €,WEINER-KRÁĽ IMRO (1901 - 1978),Mestská ulica
Poradové číslo:,83,ALEXY JANKO (1894 - 1970),Predjarie v Tatrách
Nevydražené,,ALEXY JANKO (1894 - 1970),Predjarie v Tatrách
Cena v predaji:,7 000 €,ALEXY JANKO (1894 - 1970),Predjarie v Tatrách
Poradové číslo:,84,ALEXY JANKO (1894 - 1970),Trnava
Vyvolávacia cena:,600 €,ALEXY JANKO (1894 - 1970),Trnava
Konečná cena:,600 €,ALEXY JANKO (1894 - 1970),Trnava
Poradové číslo:,85,ŠTEFUNKO FRAŇO (1903 - 1974),Putti – fragment
Nevydražené,,ŠTEFUNKO FRAŇO (1903 - 1974),Putti – fragment
Cena v predaji:,500 €,ŠTEFUNKO FRAŇO (1903 - 1974),Putti – fragment
Poradové číslo:,86,BENKA MARTIN (1888 - 1971),Liptovské hole
Vyvolávacia cena:,40 000 €,BENKA MARTIN (1888 - 1971),Liptovské hole
Konečná cena:,37 000 €,BENKA MARTIN (1888 - 1971),Liptovské hole
Poradové číslo:,87,BENKA MARTIN (1888 - 1971),Liptov
Vyvolávacia cena:,5 000 €,BENKA MARTIN (1888 - 1971),Liptov
Konečná cena:,4 000 €,BENKA MARTIN (1888 - 1971),Liptov
Poradové číslo:,88,SOKOL KOLOMAN (1902 - 2001),Figurálna kompozícia I.
Nevydražené,,SOKOL KOLOMAN (1902 - 2001),Figurálna kompozícia I.
Cena v predaji:,900 €,SOKOL KOLOMAN (1902 - 2001),Figurálna kompozícia I.
Poradové číslo:,89,SOKOL KOLOMAN (1902 - 2001),Figurálna kompozícia II.
Nevydražené,,SOKOL KOLOMAN (1902 - 2001),Figurálna kompozícia II.
Cena v predaji:,900 €,SOKOL KOLOMAN (1902 - 2001),Figurálna kompozícia II.
Poradové číslo:,90,MAJERNÍK CYPRIÁN (1909 - 1945),Vysťahovalci
Vyvolávacia cena:,400 €,MAJERNÍK CYPRIÁN (1909 - 1945),Vysťahovalci
Konečná cena:,400 €,MAJERNÍK CYPRIÁN (1909 - 1945),Vysťahovalci
Poradové číslo:,91,SOKOL KOLOMAN (1902 - 2001),Nezamestnaní
Vyvolávacia cena:,400 €,SOKOL KOLOMAN (1902 - 2001),Nezamestnaní
Konečná cena:,400 €,SOKOL KOLOMAN (1902 - 2001),Nezamestnaní
Poradové číslo:,92,MATEJKA PETER (1913 - 1972),Handlová
Nevydražené,,MATEJKA PETER (1913 - 1972),Handlová
Cena v predaji:,100 €,MATEJKA PETER (1913 - 1972),Handlová
Poradové číslo:,93,WEISZ-KUBÍNČAN PETER ARNOLD (1898 - 1945),Chlap na stráži
Nevydražené,,WEISZ-KUBÍNČAN PETER ARNOLD (1898 - 1945),Chlap na stráži
Cena v predaji:,7 500 €,WEISZ-KUBÍNČAN PETER ARNOLD (1898 - 1945),Chlap na stráži
Poradové číslo:,94,NEMES ENDRE (1909 - 1985),Akt
Nevydražené,,NEMES ENDRE (1909 - 1985),Akt
Cena v predaji:,200 €,NEMES ENDRE (1909 - 1985),Akt
Poradové číslo:,95,NEVAN EUGEN (1914 - 1967),Sediaca
Nevydražené,,NEVAN EUGEN (1914 - 1967),Sediaca
Cena v predaji:,200 €,NEVAN EUGEN (1914 - 1967),Sediaca
Poradové číslo:,96,JASUSCH ANTON (1882 - 1965),Operácia
Nevydražené,,JASUSCH ANTON (1882 - 1965),Operácia
Cena v predaji:,3 500 €,JASUSCH ANTON (1882 - 1965),Operácia
Poradové číslo:,97,NEMČÍK JÚLIUS (1909 - 1986),Ležiaci akt
Vyvolávacia cena:,950 €,NEMČÍK JÚLIUS (1909 - 1986),Ležiaci akt
Konečná cena:,750 €,NEMČÍK JÚLIUS (1909 - 1986),Ležiaci akt
